event_id,brand_slug,ticker,season,year,show_date,designer,trading_day_t0,local_index_used,CAR_pre30,CAR_pre10,CAR_pre5,CAR_0to1,CAR_0to5,CAR_0to10,CAR_0to30,AR_t1,AR_t5,AR_t10,raw_cum_return_t10,benchmark_cum_return_t10
E00042,louis-vuitton,MC.PA,spring,2021,2020-10-06,,2020-10-06,^FCHI,0.07494022739471641,0.025558630296135594,0.010362891925106501,-0.0064497282763393,-0.005297709648624999,0.0301777875482957,0.0227827861918993,0.0016582317984716,0.0027897819459196996,-0.0021668037678244,0.08929620812108423,-0.0158218068219279
E00043,louis-vuitton,MC.PA,fall,2021,2021-03-10,was certainly not hurting for supporting,2021-03-10,^FCHI,-0.0077773302256869525,-0.0223926189423213,-0.017049035738360904,0.0248812699924608,0.027929920466310598,0.019456567697532397,0.1015812042332151,0.013395328578577101,0.0141015844702641,-0.0017793178224277,0.08559955590601809,0.07392031843417264
E00044,louis-vuitton,MC.PA,spring,2022,2021-10-05,,2021-10-05,^FCHI,0.006573319666404398,0.0004927268991572961,0.00033217784305120124,0.0035555347114002,0.0095819573252234,0.010069292362464496,0.06202476356157291,0.00047730594602689996,0.0068960968906313005,-0.005685952601451,0.014658031220130985,-0.0019845808087378897
E00045,louis-vuitton,MC.PA,fall,2022,2022-03-07,,2022-03-07,^FCHI,-0.03416728653379621,-0.0382642733955418,-0.03504362911754699,-0.0327109288153302,-0.014073281163785898,0.009153460845736502,0.01697459009120069,-0.0284362149523573,-0.011002347607575002,-0.004001140562840301,-0.09628603150312452,-0.0712722058150648
E00046,louis-vuitton,MC.PA,spring,2023,2022-10-04,,2022-10-04,^FCHI,-0.019612169455303793,-0.007731255482741497,-0.002306795808551504,0.014581203889717499,-0.002613412852706701,-0.0008346425222593018,0.01037445647311568,-0.005777225238949,0.0012591687068972,-0.006863204720868099,-0.07055318545009501,-0.05010637347253191
E00047,louis-vuitton,MC.PA,fall,2023,2023-03-06,,2023-03-06,^FCHI,-0.008673908200086428,-0.004095045801793703,0.0253511470381026,0.002431372640178701,0.005053221152402998,0.033569217220944206,0.055248081460821795,-0.0062327210304725,0.0030106792938295983,0.0090218524053992,0.02734369952857841,0.002448390507720633
E00048,louis-vuitton,MC.PA,spring,2024,2023-10-02,,2023-10-02,^FCHI,-0.07700991792087801,-0.027064387678768898,-0.015001800226642102,0.0039166105578364,0.008069756842203266,-0.05535324356787223,-0.03297336303640892,-0.0034079022846712995,-0.020879479102984,0.007130502192329399,-0.15237185418163807,-0.020008692692887867
E00049,louis-vuitton,MC.PA,fall,2024,2024-03-05,,2024-03-05,^FCHI,0.16583058344405413,-0.002349362480093403,-0.0062013102273005,-0.0084006534757314,0.0062658305683610995,-0.006283137273206797,-0.06092692974138789,0.0014531050493635,0.0016496463342554994,-0.0040282172517755,0.2605406775645514,0.10099323139370402
E00050,louis-vuitton,MC.PA,spring,2025,2024-10-01,,2024-10-01,^FCHI,0.000492505404026438,0.1069013858740282,0.1289244703790405,-0.021982431836560498,-0.034017492539426604,-0.081110681449016,-0.1296571770195453,0.0061400421421505,-0.029154125885969003,-0.009042034570288598,-0.0755801885843783,0.005037987460611237
E00051,louis-vuitton,MC.PA,fall,2025,2025-03-10,,2025-03-10,^FCHI,-0.16956845921160818,-0.0972080892202376,-0.0917452729380613,0.000131304808592401,-0.034403398831427796,-0.0502089315603882,-0.15606427761037078,-0.0019668389300878993,0.0018971014034325,-0.007776822201846701,-0.2079013569368723,0.0118760338351241
E00053,dior,MC.PA,fall,2000,2000-02-28,,2000-02-28,^FCHI,-0.24416876534699916,-0.023089408597082514,0.024911138731155195,-0.0214225547877205,-0.1553905924035785,0.033818335974563296,0.055450765565403515,-0.0133153509825786,-0.0284435493240041,0.0269879812643755,-0.11964601965296706,0.0907044097194688
