look_id,category
alexander-mcqueen|FW2024|004,tailoring
alexander-mcqueen|FW2024|005,outerwear
alexander-mcqueen|FW2024|006,dress
alexander-mcqueen|FW2024|007,outerwear
alexander-mcqueen|FW2024|008,outerwear
alexander-mcqueen|FW2024|009,dress
alexander-mcqueen|FW2024|010,tailoring
alexander-mcqueen|FW2024|011,outerwear
alexander-mcqueen|FW2024|012,shoes
alexander-mcqueen|FW2024|013,outerwear
alexander-mcqueen|FW2024|014,outerwear
alexander-mcqueen|FW2024|015,tailoring
alexander-mcqueen|FW2024|016,outerwear
alexander-mcqueen|FW2024|017,tailoring
alexander-mcqueen|FW2024|018,dress
alexander-mcqueen|FW2024|019,outerwear
alexander-mcqueen|FW2024|020,tailoring
alexander-mcqueen|FW2024|021,tailoring
alexander-mcqueen|FW2024|022,outerwear
alexander-mcqueen|FW2024|023,dress
alexander-mcqueen|FW2024|024,tailoring
alexander-mcqueen|FW2024|025,pants
alexander-mcqueen|FW2024|026,pants
alexander-mcqueen|FW2024|027,dress
alexander-mcqueen|FW2024|028,knitwear
alexander-mcqueen|FW2024|029,dress
alexander-mcqueen|FW2024|030,dress
alexander-mcqueen|FW2024|031,dress
alexander-mcqueen|FW2024|032,tailoring
alexander-mcqueen|FW2024|033,dress
alexander-mcqueen|FW2024|034,tailoring
alexander-mcqueen|FW2024|035,dress
alexander-mcqueen|FW2024|036,tailoring
alexander-mcqueen|FW2024|037,tailoring
alexander-mcqueen|FW2024|038,dress
alexander-mcqueen|FW2024|039,dress
alexander-mcqueen|FW2024|040,knitwear
alexander-mcqueen|FW2024|041,tailoring
alexander-mcqueen|FW2024|042,tailoring
alexander-mcqueen|FW2024|043,outerwear
alexander-mcqueen|FW2024|044,tailoring
alexander-mcqueen|FW2024|045,tailoring
alexander-mcqueen|FW2024|046,outerwear
alexander-mcqueen|FW2024|047,outerwear
alexander-mcqueen|FW2024|048,outerwear
alexander-mcqueen|FW2024|049,outerwear
alexander-mcqueen|FW2024|050,dress
alexander-mcqueen|FW2024|051,outerwear
alexander-mcqueen|FW2024|052,dress
alexander-mcqueen|FW2024|053,outerwear
alexander-mcqueen|FW2024|054,outerwear
alexander-mcqueen|FW2024|055,dress
alexander-mcqueen|FW2024|056,outerwear
alexander-mcqueen|FW2024|057,outerwear
alexander-mcqueen|FW2024|058,knitwear
alexander-mcqueen|FW2024|059,outerwear
alexander-mcqueen|FW2024|060,tailoring
alexander-mcqueen|FW2025|001,outerwear
alexander-mcqueen|FW2025|002,dress
alexander-mcqueen|FW2025|003,outerwear
alexander-mcqueen|FW2025|004,outerwear
alexander-mcqueen|FW2025|005,outerwear
alexander-mcqueen|FW2025|006,tailoring
alexander-mcqueen|FW2025|007,tailoring
alexander-mcqueen|FW2025|008,tailoring
alexander-mcqueen|FW2025|009,shoes
alexander-mcqueen|FW2025|010,outerwear
alexander-mcqueen|FW2025|011,outerwear
alexander-mcqueen|FW2025|012,outerwear
alexander-mcqueen|FW2025|013,tailoring
alexander-mcqueen|FW2025|014,tailoring
alexander-mcqueen|FW2025|015,tailoring
alexander-mcqueen|FW2025|016,outerwear
alexander-mcqueen|FW2025|017,tailoring
alexander-mcqueen|FW2025|018,dress
alexander-mcqueen|FW2025|019,tailoring
alexander-mcqueen|FW2025|020,outerwear
alexander-mcqueen|FW2025|021,outerwear
alexander-mcqueen|FW2025|022,tailoring
alexander-mcqueen|FW2025|023,pants
alexander-mcqueen|FW2025|024,outerwear
alexander-mcqueen|FW2025|025,outerwear
alexander-mcqueen|FW2025|026,dress
alexander-mcqueen|FW2025|027,knitwear
alexander-mcqueen|FW2025|028,dress
alexander-mcqueen|FW2025|029,dress
alexander-mcqueen|FW2025|030,dress
alexander-mcqueen|FW2025|031,tailoring
alexander-mcqueen|FW2025|032,dress
alexander-mcqueen|FW2025|033,tailoring
alexander-mcqueen|FW2025|034,dress
alexander-mcqueen|FW2025|035,tailoring
alexander-mcqueen|FW2025|036,tailoring
alexander-mcqueen|FW2025|037,outerwear
alexander-mcqueen|FW2025|038,outerwear
alexander-mcqueen|FW2025|039,outerwear
alexander-mcqueen|FW2025|040,outerwear
alexander-mcqueen|FW2025|041,outerwear
alexander-mcqueen|FW2025|042,outerwear
alexander-mcqueen|FW2025|043,dress
alexander-mcqueen|FW2025|044,outerwear
alexander-mcqueen|FW2025|045,outerwear
alexander-mcqueen|FW2025|046,dress
alexander-mcqueen|FW2025|047,dress
alexander-mcqueen|FW2025|048,outerwear
alexander-mcqueen|FW2025|049,knitwear
alexander-mcqueen|FW2025|050,dress
alexander-mcqueen|FW2025|051,dress
alexander-mcqueen|FW2025|052,dress
alexander-mcqueen|FW2025|053,outerwear
alexander-mcqueen|FW2025|054,dress
alexander-mcqueen|FW2025|055,outerwear
alexander-mcqueen|FW2025|056,outerwear
alexander-mcqueen|FW2025|057,outerwear
alexander-mcqueen|FW2025|058,dress
alexander-mcqueen|FW2025|059,outerwear
alexander-mcqueen|FW2025|060,outerwear
alexander-mcqueen|FW2026|001,outerwear
alexander-mcqueen|FW2026|002,dress
alexander-mcqueen|FW2026|003,outerwear
alexander-mcqueen|FW2026|004,dress
alexander-mcqueen|FW2026|005,tailoring
alexander-mcqueen|FW2026|006,dress
alexander-mcqueen|FW2026|007,tailoring
alexander-mcqueen|FW2026|008,outerwear
alexander-mcqueen|FW2026|009,outerwear
alexander-mcqueen|FW2026|010,skirt
alexander-mcqueen|FW2026|011,top
alexander-mcqueen|FW2026|012,bag
alexander-mcqueen|FW2026|013,shoes
alexander-mcqueen|FW2026|014,outerwear
alexander-mcqueen|FW2026|015,tailoring
alexander-mcqueen|FW2026|016,tailoring
alexander-mcqueen|FW2026|017,dress
alexander-mcqueen|FW2026|018,outerwear
alexander-mcqueen|FW2026|019,tailoring
alexander-mcqueen|FW2026|020,outerwear
alexander-mcqueen|FW2026|021,outerwear
alexander-mcqueen|FW2026|022,outerwear
alexander-mcqueen|FW2026|023,outerwear
alexander-mcqueen|FW2026|024,pants
alexander-mcqueen|FW2026|025,skirt
alexander-mcqueen|FW2026|026,dress
alexander-mcqueen|FW2026|027,knitwear
alexander-mcqueen|FW2026|028,dress
alexander-mcqueen|FW2026|029,dress
alexander-mcqueen|FW2026|030,dress
alexander-mcqueen|FW2026|031,tailoring
alexander-mcqueen|FW2026|032,dress
alexander-mcqueen|FW2026|033,tailoring
alexander-mcqueen|FW2026|034,dress
alexander-mcqueen|FW2026|035,tailoring
alexander-mcqueen|FW2026|036,tailoring
alexander-mcqueen|FW2026|037,outerwear
alexander-mcqueen|FW2026|038,dress
alexander-mcqueen|FW2026|039,tailoring
